ID,main_category,backers,usd_goal_real
1007202487,Technology,368,5000.0
1007206863,Publishing,70,4200.0
1007216026,Design,267,14932.43
1007222830,Crafts,18,250.0
100724397,Dance,16,612.47
1007254417,Art,75,767.5
1007262299,Art,8,500.0
1007273151,Games,52,3675.0
1007290270,Film & Video,23,5000.0
100729444,Music,25,600.0
100729837,Film & Video,112,6000.0
100730862,Fashion,174,35000.0
1007337083,Music,39,1456.86
1007356096,Photography,78,4000.0
1007387680,Publishing,35,2500.0
100741369,Technology,1502,19663.62
1007415790,Design,97,4182.84
1007415840,Comics,91,4000.0
100742490,Film & Video,32,2347.01
1007438311,Games,212,19000.0
1007452207,Publishing,50,3412.0
1007459417,Dance,39,10000.0
1007566985,Technology,58,5000.0
1007602723,Games,65,6000.0
1007612426,Music,58,1500.0
100762302,Photography,326,21150.0
1007659850,Music,118,5000.0
1007688809,Publishing,391,15000.0
1007692394,Theater,88,3000.0
1007697337,Design,120,6731.36
1007699549,Games,157,3815.05
1007701013,Games,7,440.0
1007709039,Film & Video,60,5000.0
1007715539,Music,206,10000.0
1007746177,Publishing,48,4000.0
1007750244,Comics,189,500.0
1007791648,Music,13,2500.0
1007791691,Food,55,3000.0
1007794542,Publishing,37,600.0
1007805265,Film & Video,97,50000.0
1007808471,Fashion,74,10000.0
1007813578,Music,42,2300.0
1007827671,Design,315,4675.96
1007842948,Music,66,5750.0
1007845710,Games,205,10533.66
1007873173,Theater,26,1000.0
1007877419,Games,101,500.0
1007882169,Film & Video,52,2754.24
1007884579,Music,52,3000.0
1007900422,Design,274,15000.0
1007907274,Film & Video,14,128.03
1007962251,Games,46,2292.92
1007968792,Film & Video,76,7500.0
1007979618,Art,384,1004.16
1007988914,Publishing,505,75000.0
1007993089,Technology,47,4500.0
1008007903,Music,29,1200.0
100803420,Music,32,81.37
1008034954,Theater,71,3348.0
1008038017,Film & Video,46,9900.0
1008038898,Music,42,7000.0
1008056669,Film & Video,97,8000.0
1008076501,Games,1243,25000.0
1008085029,Music,48,1000.0
100809487,Music,91,2500.0
1008109037,Technology,5564,30000.0
1008111784,Fashion,28,3000.0
1008121300,Art,65,600.0
1008135768,Technology,1023,35000.0
1008150076,Publishing,37,11000.0
1008175271,Film & Video,621,70000.0
1008192056,Design,177,5000.0
1008205683,Music,76,10000.0
1008225216,Games,235,5480.47
1008226142,Art,35,3000.0
1008228345,Music,82,5000.0
1008244182,Food,182,12000.0
1008262220,Theater,94,10000.0
1008274839,Design,19,150.0
1008305754,Design,3,10.0
1008367501,Music,30,2000.0
1008374361,Dance,52,5000.0
1008375938,Art,43,594.56
1008397415,Publishing,529,5000.0
1008422580,Publishing,68,1500.0
1008432792,Music,52,1500.0
1008433066,Music,71,5500.0
1008435969,Games,89,857.12
100843721,Film & Video,581,50000.0
1008441484,Theater,39,5000.0
1008452184,Theater,22,1714.35
1008452863,Food,114,30000.0
100845355,Film & Video,55,3500.0
1008468553,Food,76,4200.0
1008469727,Film & Video,71,27327.38
1008500872,Design,1722,15000.0
1008541493,Dance,30,1200.0
1008548792,Games,183,9999.0
1008554654,Art,26,1200.0
1008557091,Film & Video,11,250.0
1008581356,Music,13,2015.0
100860604,Crafts,2,17.14
1008644427,Design,140,10800.0
1008646958,Fashion,558,11445.14
100866883,Film & Video,263,38750.0
1008683670,Film & Video,13,152.34
1008700229,Games,92,5000.0
1008706475,Photography,26,1702.2
1008722008,Film & Video,101,4300.0
100872615,Publishing,311,25000.0
1008731222,Film & Video,165,15000.0
1008742687,Games,371,3505.57
1008749119,Film & Video,81,5000.0
1008762911,Film & Video,272,15000.0
1008777286,Art,11,300.0
100879523,Journalism,73,766.98
1008808303,Theater,51,1000.0
1008826259,Design,5620,15000.0
1008863109,Fashion,24,700.0
1008869084,Food,86,7000.0
1008873636,Food,110,4500.0
1008876088,Film & Video,102,4500.0
100887816,Design,401,15900.0
1008898266,Comics,414,13000.0
1008904717,Games,70,1500.0
10089293,Art,66,2500.0
1008929310,Film & Video,46,2000.0
1008930901,Music,202,4182.84
1008933869,Food,107,4000.0
1008942787,Film & Video,65,18000.0
1008978277,Music,504,12000.0
1008990990,Film & Video,160,6525.0
1009032827,Food,1379,92244.0
100904461,Art,16,1000.0
1009107346,Music,255,12155.84
1009135169,Publishing,83,5000.0
1009138334,Film & Video,44,4000.0
1009148508,Film & Video,231,25000.0
1009154287,Design,1071,118100.01
1009163954,Design,149,7000.0
1009171427,Dance,39,1000.0
1009173491,Publishing,36,772.52
1009175601,Technology,31,7630.43
1009175761,Music,45,5218.51
1009180713,Film & Video,25,1500.0
1009207392,Publishing,128,7163.84
1009210646,Technology,32,4400.0
1009213249,Games,4,133.06
1009213409,Games,376,1000.0
1009216009,Food,71,3300.0
1009229949,Design,271,6200.0
1009243994,Games,106,600.0
1009253715,Dance,84,6000.0
1009256578,Art,22,51.67
1009271436,Publishing,719,10000.0
100928312,Film & Video,49,7500.0
1009297530,Film & Video,114,7500.0
1009327162,Games,687,43898.37
1009333717,Music,16,385.27
1009358886,Food,14,600.0
1009366663,Comics,292,16500.0
1009369767,Games,326,3850.0
1009384630,Food,28,545.0
1009402357,Film & Video,66,4154.55
1009444538,Art,32,1000.0
1009461870,Music,59,3500.0
1009463663,Technology,120,1000.0
100947311,Film & Video,82,20000.0
1009505053,Film & Video,199,10000.0
1009528252,Games,1198,59608.97
1009528648,Games,695,60000.0
1009554564,Publishing,118,6200.0
1009555021,Art,133,25000.0
1009566520,Theater,83,5000.0
1009595907,Fashion,116,18000.0
1009637307,Music,39,2500.0
1009661017,Design,18550,20877.92
1009668749,Technology,609,10000.0
1009696636,Film & Video,4,500.0
1009705968,Music,38,7000.0
1009711955,Games,384,7500.0
1009723143,Music,119,8000.0
1009749695,Technology,6,100.0
1009757842,Film & Video,20,1525.9
100975953,Theater,28,5000.0
1009787158,Comics,43,2000.0
1009789780,Dance,68,5000.0
1009802597,Film & Video,22,320.37
1009808881,Fashion,443,25738.37
1009809497,Technology,37,500.0
100982845,Design,458,18000.0
1009837905,Design,1366,3360.04
1009838790,Music,9,750.0
1009851439,Film & Video,287,30650.0
1009851957,Technology,60,1500.0
1009854400,Art,22,117.5
1009868211,Dance,53,4000.0
1009872058,Design,25,500.0
1009887173,Games,1606,45000.0
1009892642,Games,426,25000.0
1009936273,Film & Video,8,300.0
1009942915,Fashion,1511,10000.0
1009947936,Music,59,2500.0
1009961099,Design,101,9570.41
1009962856,Design,166,1000.0
10100125,Design,102,12500.0
1010018624,Technology,202,80000.0
1010093582,Theater,96,5000.0
1010174442,Photography,32,3500.0
1010186921,Dance,291,11891.0
1010197744,Photography,8,122.34
1010206281,Design,91,17500.0
1010207468,Journalism,89,1.33
1010274488,Publishing,160,10403.18
1010298631,Games,179,8000.0
1010306548,Music,202,12000.0
1010315242,Games,544,5000.0
1010333399,Music,52,547.0
1010348191,Crafts,368,5000.0
1010367581,Games,140,110.0
101038281,Comics,84,3800.0
1010393893,Journalism,106,4279.0
1010416435,Publishing,71,4000.0
1010441842,Music,76,4300.0
1010470904,Design,878,45000.0
1010485287,Publishing,167,30000.0
1010493504,Film & Video,136,16000.0
1010499354,Design,338,7500.0
1010516592,Publishing,17,19.99
101052958,Food,147,25000.0
1010535635,Technology,273,15000.0
1010555504,Music,40,2800.0
1010557781,Publishing,18,500.0
1010578706,Film & Video,13,500.0
1010584633,Film & Video,24,3000.0
1010591158,Film & Video,43,5000.0
1010592822,Music,51,2000.0
101059690,Music,32,1500.0
1010602030,Comics,143,8000.0
1010603558,Food,330,25661.39
1010631065,Technology,81,25000.0
1010635539,Food,77,5000.0
1010636969,Theater,59,2400.0
1010649633,Art,25,800.0
1010675304,Film & Video,45,5250.0
10106921,Film & Video,26,1300.0
1010701682,Design,114,7087.67
1010707519,Art,114,21000.0
1010758977,Design,9,85.19
101076483,Design,100,11641.99
1010766398,Film & Video,10,200.0
1010777129,Music,210,2000.0
1010778576,Music,545,17000.0
101080059,Film & Video,101,3000.0
1010814650,Comics,43,880.42
1010820426,Games,509,2000.0
1010822477,Publishing,242,12000.0
1010880803,Publishing,135,3600.0
101088356,Food,14,400.0
1010891738,Games,1987,30000.0
1010907733,Music,79,3000.0
1010918879,Publishing,121,3240.18
1010925782,Games,678,17000.0
101095143,Music,437,3300.0
101096588,Film & Video,17,443.34
10109773,Games,188,7500.0
1010977620,Art,127,5700.0
1011028494,Music,8,1500.0
1011059850,Music,21,1000.0
101107140,Fashion,89,5000.0
1011078798,Food,52,5000.0
1011080329,Comics,200,2500.0
101109496,Design,45,650.0
1011116615,Film & Video,74,4000.0
1011121722,Film & Video,25,1500.0
1011122747,Art,25,1500.0
1011132760,Music,280,25000.0
1011142474,Art,40,500.0
1011147686,Art,27,1200.0
1011167515,Art,45,1500.0
1011170380,Games,99,1750.84
1011198274,Film & Video,586,22000.0
101119993,Publishing,14,100.0
1011228093,Music,206,7200.0
1011248931,Food,404,20000.0
1011252850,Theater,97,5158.69
101128433,Dance,109,5000.0
1011289637,Comics,28,996.78
1011301652,Publishing,21,100.0
1011304615,Games,606,15000.0
1011325063,Publishing,110,11867.71
101134401,Photography,53,1534.99
1011348775,Publishing,68,4000.0
1011357989,Film & Video,56,4000.0
1011403563,Music,2,80.64
1011415506,Music,56,2923.18
1011430787,Film & Video,27,1000.0
1011468847,Comics,155,4500.0
1011485219,Food,4,7.61
1011490698,Music,490,25000.0
1011524428,Film & Video,255,20000.0
1011554703,Food,15,967.16
1011559860,Design,2389,50000.0
1011574171,Games,316,10000.0
101158548,Film & Video,137,20000.0
1011587111,Film & Video,289,27000.0
1011613838,Food,97,6000.0
1011614416,Film & Video,46,2000.0
1011629403,Fashion,68,2864.59
1011653178,Publishing,44,3000.0
1011657117,Fashion,22,500.0
1011664710,Music,21,700.0
101166915,Fashion,98,2000.0
1011680616,Theater,507,7401.6
101169168,Photography,22,1550.0
1011705525,Music,30,500.0
1011709031,Film & Video,9,200.0
1011715374,Design,204,999.0
1011718163,Photography,134,6500.0
1011761722,Publishing,97,22853.66
1011765723,Design,800,7500.0
1011774563,Film & Video,53,3500.0
1011775473,Games,139,300.0
1011785439,Music,127,2600.0
1011793387,Music,88,6000.0
1011821460,Design,208,20000.0
1011825009,Games,203,6606.94
1011830662,Film & Video,23,1500.0
1011839035,Film & Video,98,4500.0
1011860628,Games,361,7993.07
1011863247,Film & Video,35,1900.0
1011898828,Film & Video,19,454.57
1011899709,Art,98,5000.0
101190811,Film & Video,141,15978.78
1011919830,Publishing,285,63811.61
101193204,Music,210,8500.0
1011939423,Film & Video,111,7000.0
1011953732,Music,22,1500.0
1011967346,Art,120,9847.0
1011971056,Film & Video,38,10000.0
1011996944,Games,50,2500.0
1011996990,Music,78,1000.0
1011998668,Games,82,35.0
1012008898,Publishing,262,1000.0
10120159,Games,36,1000.0
1012016276,Photography,30,3000.0
1012028906,Art,45,1200.0
1012042421,Design,11610,20000.0
1012052985,Film & Video,43,5400.0
1012070871,Film & Video,145,7500.0
1012071398,Film & Video,46,4000.0
1012078896,Food,79,10000.0
1012106584,Music,39,2500.0
1012164396,Food,192,17500.0
1012165066,Comics,68,3000.0
1012175050,Film & Video,28,10000.0
1012176914,Film & Video,9,300.0
1012184607,Games,148,1000.0
1012243555,Food,39,2500.0
1012261986,Music,40,674.51
1012291585,Publishing,50,1500.0
1012313398,Music,59,3000.0
1012321262,Fashion,107,25000.0
1012334626,Publishing,60,3500.0
1012337490,Publishing,143,5000.0
101234917,Design,120,10000.0
1012352519,Film & Video,24,4000.0
101237496,Film & Video,197,10960.0
1012422256,Music,39,4500.0
1012443954,Design,791,72993.69
